Job Title,Size,Type of ownership,Sector,Revenue,Hourly,Employer provided,AvgSalary,Job Location,Age,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,seniority_by_title,Degree,NumSkills
Data Scientist,1001 - 5000,Company - Public,Manufacturing,$2 to $5 billion (USD),0,0,109.5,NJ,175,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,na,M,4
Data Scientist,5001 - 10000,Company - Private,Insurance,$10+ billion (USD),0,0,164,MA,170,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,sr,P,6
Data Scientist,10000+,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,169,CA,45,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,sr,P,5
Data Scientist,5001 - 10000,Company - Public,Telecommunications,$2 to $5 billion (USD),0,0,142,CA,25,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,sr,P,7
Other Scientist,10000+,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,76.5,MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,P,1
Data Scientist,501 - 1000,Company - Private,Insurance,$500 million to $1 billion (USD),0,0,107,MD,40,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,M,4
Data Scientist,10000+,Company - Public,Information Technology,$10+ billion (USD),0,0,171.5,CA,51,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,na,M,4
Data Scientist,201 - 500,Company - Private,Insurance,Unknown / Non-Applicable,0,0,96,TX,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,P,1
Data Scientist,51 - 200,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,142.5,CA,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,na,1
Data Engineer,10000+,Nonprofit Organization,Non-Profit,Unknown / Non-Applicable,0,0,107,UT,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,M,1
Other Scientist,1001 - 5000,Company - Private,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,145,MA,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,P,2
Data Analyst,201 - 500,Nonprofit Organization,Education,$25 to $50 million (USD),0,0,61.5,VA,28,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,sr,M,5
Other Scientist,5001 - 10000,Nonprofit Organization,Health Care,Unknown / Non-Applicable,1,0,42,PA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0
Data Scientist,51 - 200,Government,Finance,$50 to $100 million (USD),0,0,120,WI,70,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,na,na,4
Other Scientist,201 - 500,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,62,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,P,0
Data Scientist,5001 - 10000,Company - Public,Information Technology,$2 to $5 billion (USD),0,0,150.5,CA,39,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,sr,P,7
Data Scientist,201 - 500,Company - Private,Business Services,Unknown / Non-Applicable,0,0,87.5,MI,54,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,na,3
Data Engineer,51 - 200,Company - Public,Business Services,$25 to $50 million (USD),0,0,71.5,FL,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,na,na,6
Data Analyst,51 - 200,Subsidiary or Business Segment,Retail,$100 to $500 million (USD),0,0,51.5,CA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,na,na,2
Other Scientist,10000+,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,151.5,CA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M,1
Data Analyst,201 - 500,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,77.5,NJ,7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,sr,na,4
Other Scientist,10000+,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,140,MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M,1
Data Scientist,1001 - 5000,Company - Private,Insurance,$10 to $25 million (USD),0,0,98.5,NJ,39,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,sr,M,3
Data Scientist,51 - 200,Company - Private,Information Technology,$5 to $10 million (USD),0,1,225,CA,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,sr,na,4
Other Scientist,1001 - 5000,Nonprofit Organization,Health Care,$100 to $500 million (USD),1,0,56.5,DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0
Other Scientist,10000+,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,161.5,MA,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,M,0
Data Scientist,1001 - 5000,Company - Public,Insurance,$1 to $2 billion (USD),0,0,147,NY,73,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,sr,na,9
Data Analyst,501 - 1000,Company - Private,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),0,0,61,MO,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,M,2
Machine Learning Engineer,501 - 1000,College / University,Education,Unknown / Non-Applicable,0,0,120,PA,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,P,1
Data Scientist,1001 - 5000,Company - Public,Finance,$500 million to $1 billion (USD),0,0,124.5,AZ,13,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,na,na,5
Data Scientist,51 - 200,Company - Private,Finance,$50 to $100 million (USD),0,0,148,CA,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,M,1
Data Analyst,51 - 200,Company - Private,Aerospace & Defense,$25 to $50 million (USD),0,0,59,AL,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Data Scientist,5001 - 10000,Company - Public,Insurance,$5 to $10 billion (USD),0,0,146.5,MA,169,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,sr,M,4
Other Scientist,201 - 500,Company - Public,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,91.5,MA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,P,1
Machine Learning Engineer,501 - 1000,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,133,IL,6,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,sr,P,6
Data Scientist,51 - 200,Company - Private,Biotech & Pharmaceuticals,$1 to $5 million (USD),0,0,140.5,UT,8,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,sr,na,6
Data Engineer,501 - 1000,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,70.5,LA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Other Scientist,10000+,Hospital,Health Care,$500 million to $1 billion (USD),0,0,84.5,NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P,0
Data Engineer,51 - 200,Company - Private,Information Technology,$5 to $10 million (USD),0,0,93.5,MD,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,M,1
Other Scientist,201 - 500,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,134.5,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P,0
Machine Learning Engineer,201 - 500,Company - Private,Information Technology,$10 to $25 million (USD),0,0,181,CA,14,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,na,na,5
Other Scientist,10000+,Hospital,Health Care,$500 million to $1 billion (USD),0,0,84.5,NY,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P,0
Data Engineer,51 - 200,Company - Private,Information Technology,$50 to $100 million (USD),0,0,205,CA,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,sr,na,4
Data Analyst,1001 - 5000,Company - Private,"Arts, Entertainment & Recreation",$100 to $500 million (USD),0,0,48.5,CA,35,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,na,M,5
Other Scientist,1001 - 5000,Hospital,Health Care,$50 to $100 million (USD),1,0,44.5,TX,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,1
Other Scientist,501 - 1000,Company - Private,Manufacturing,$100 to $500 million (USD),0,0,52.5,IL,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0
Machine Learning Engineer,501 - 1000,College / University,Education,Unknown / Non-Applicable,0,0,124,PA,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,P,0
Data Scientist,501 - 1000,Nonprofit Organization,Health Care,$500 million to $1 billion (USD),0,0,64,CA,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,na,na,2
Data Engineer,10000+,Company - Private,Retail,$10+ billion (USD),0,0,98,TN,63,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sr,M,2
Other Scientist,1001 - 5000,Nonprofit Organization,Health Care,$100 to $500 million (USD),1,0,56.5,DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0
Other Scientist,501 - 1000,Company - Private,Manufacturing,Unknown / Non-Applicable,0,0,54,WI,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0
Other Scientist,201 - 500,Company - Private,Biotech & Pharmaceuticals,$25 to $50 million (USD),0,0,81,MD,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,P,1
Data Engineer,1001 - 5000,Company - Public,Transportation & Logistics,$2 to $5 billion (USD),0,0,107.5,IL,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sr,na,1
Data Scientist,501 - 1000,Company - Private,Transportation & Logistics,Unknown / Non-Applicable,0,0,112.5,IL,26,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,na,M,5
Data Scientist,10000+,Company - Public,Aerospace & Defense,$10+ billion (USD),0,0,89,VA,26,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,na,na,6
Data Scientist,1001 - 5000,Company - Private,Insurance,$1 to $2 billion (USD),0,0,100.5,WI,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,sr,M,1
Data Analyst,1001 - 5000,Company - Private,Travel & Tourism,$2 to $5 billion (USD),0,0,65,NY,19,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,na,na,4
Other Scientist,10000+,Government,Government,Unknown / Non-Applicable,1,0,41.5,LA,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,M,0
Data Scientist,201 - 500,Subsidiary or Business Segment,Business Services,Unknown / Non-Applicable,0,0,72.5,TX,22,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,na,M,8
Data Analyst,501 - 1000,Company - Private,Business Services,$100 to $500 million (USD),0,0,61,FL,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sr,M,3
Data Scientist,1001 - 5000,Company - Public,Manufacturing,$2 to $5 billion (USD),0,0,109.5,NJ,175,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,na,M,4
Data Engineer,51 - 200,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,84.5,MA,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,na,3
Data Scientist,51 - 200,Company - Private,Business Services,$10 to $25 million (USD),0,0,87.5,IL,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,na,na,2
Data Analyst,1001 - 5000,Company - Public,Media,$10+ billion (USD),0,0,92.5,CA,24,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,na,na,5
Data Scientist,5001 - 10000,Nonprofit Organization,Government,$1 to $2 billion (USD),0,0,81.5,VA,63,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,na,na,3
Data Analyst,1001 - 5000,Company - Private,Transportation & Logistics,Unknown / Non-Applicable,0,0,79,OH,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,na,1
Data Scientist,5001 - 10000,Company - Private,Insurance,$10+ billion (USD),0,0,164,MA,170,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,sr,P,6
Data Scientist,10000+,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,169,CA,45,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,sr,P,5
Data Scientist,5001 - 10000,Company - Public,Telecommunications,$2 to $5 billion (USD),0,0,142,CA,25,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,sr,P,7
Data Analyst,501 - 1000,Nonprofit Organization,Non-Profit,$50 to $100 million (USD),0,0,47.5,CA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,1
Other Scientist,10000+,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,76.5,MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,P,1
Data Analyst,51 - 200,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,69,CA,8,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,na,na,5
Data Analyst,201 - 500,Company - Private,Information Technology,$50 to $100 million (USD),0,0,49,ID,37,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,na,4
Data Scientist,10000+,Company - Public,Information Technology,$10+ billion (USD),0,0,171.5,CA,51,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,na,M,4
Data Scientist,501 - 1000,Company - Private,Insurance,$500 million to $1 billion (USD),0,0,107,MD,40,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,M,4
Data Analyst,201 - 500,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,59,NJ,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,M,1
Data Scientist,201 - 500,Company - Private,Information Technology,$25 to $50 million (USD),0,0,88.5,IN,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,na,M,1
Data Engineer,10000+,Nonprofit Organization,Non-Profit,Unknown / Non-Applicable,0,0,107,UT,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,M,1
Data Scientist,10000+,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,86.5,MA,172,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,3
Data Scientist,51 - 200,Nonprofit Organization,Transportation & Logistics,$10 to $25 million (USD),0,0,84,KY,86,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,M,4
Data Analyst,201 - 500,Company - Private,Business Services,$50 to $100 million (USD),0,0,114.5,NY,29,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,M,4
Other Scientist,1001 - 5000,Company - Private,Biotech & Pharmaceuticals,$1 to $2 billion (USD),0,0,145,MA,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,P,2
Data Engineer,1001 - 5000,Company - Public,Information Technology,$100 to $500 million (USD),0,0,88,TN,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,na,na,6
Data Engineer,501 - 1000,Company - Private,Information Technology,$100 to $500 million (USD),0,0,100,IL,20,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,na,na,5
Data Analyst,201 - 500,Nonprofit Organization,Education,$25 to $50 million (USD),0,0,61.5,VA,28,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,sr,M,5
Data Scientist,1001 - 5000,Company - Public,Business Services,$1 to $2 billion (USD),0,0,96.5,OR,22,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,na,3
Data Analyst,201 - 500,Company - Private,Business Services,Unknown / Non-Applicable,0,0,76,MN,29,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na,3
Data Scientist,1001 - 5000,Company - Private,Business Services,$100 to $500 million (USD),0,0,15.5,NY,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,1
Data Scientist,1 - 50,Company - Private,Business Services,Unknown / Non-Applicable,0,0,83.5,TX,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,na,na,4
Data Scientist,51 - 200,Government,Finance,$50 to $100 million (USD),0,0,120,WI,70,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,na,na,4
Data Scientist,10000+,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,163,CA,45,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,na,M,3
Data Analyst,501 - 1000,Nonprofit Organization,Insurance,Unknown / Non-Applicable,0,0,100,RI,82,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,sr,na,3
Other Scientist,1001 - 5000,Nonprofit Organization,Non-Profit,Unknown / Non-Applicable,0,0,52.5,NE,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,P,1
Other Scientist,5001 - 10000,Nonprofit Organization,Health Care,Unknown / Non-Applicable,1,0,42,PA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0
Data Analyst,501 - 1000,Nonprofit Organization,Health Care,Unknown / Non-Applicable,0,0,50,DC,138,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,jr,M,4
Data Engineer,201 - 500,Company - Private,Business Services,$50 to $100 million (USD),0,0,93,TX,15,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,na,M,6
Data Scientist,1001 - 5000,Company - Private,Insurance,$2 to $5 billion (USD),0,0,94.5,OH,134,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,na,na,3
Data Scientist,5001 - 10000,Company - Public,Information Technology,$2 to $5 billion (USD),0,0,150.5,CA,39,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,sr,P,7
Data Scientist,1001 - 5000,Company - Public,Insurance,$5 to $10 billion (USD),0,0,102,NC,17,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,na,M,9
Other Scientist,201 - 500,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,62,MA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,P,0
Data Scientist,201 - 500,Company - Private,Business Services,Unknown / Non-Applicable,0,0,87.5,MI,54,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,na,3
Data Scientist,10000+,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,84,CT,172,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,na,M,2
Data Scientist,501 - 1000,Company - Private,Information Technology,$100 to $500 million (USD),0,0,143,VA,9,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,na,na,4
Data Scientist,1 - 50,Company - Private,Business Services,$5 to $10 million (USD),0,0,155,PA,22,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,sr,M,6
Data Engineer,51 - 200,Company - Public,Business Services,$25 to $50 million (USD),0,0,71.5,FL,15,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,na,na,6
Data Scientist,51 - 200,Company - Private,Insurance,$10 to $25 million (USD),0,0,108,CA,21,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,na,M,7
Other Scientist,10000+,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,151.5,CA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M,1
Data Analyst,51 - 200,Subsidiary or Business Segment,Retail,$100 to $500 million (USD),0,0,51.5,CA,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,na,na,2
Other Scientist,10000+,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,140,MA,240,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,sr,M,1
Data Analyst,201 - 500,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,77.5,NJ,7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,sr,na,4
Data Analyst,501 - 1000,Company - Private,Finance,$50 to $100 million (USD),0,0,63.5,ID,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Data Scientist,1 - 50,Company - Private,Information Technology,Less than $1 million (USD),0,0,109,CA,NA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,na,na,3
Data Scientist,5001 - 10000,Company - Public,Aerospace & Defense,$500 million to $1 billion (USD),0,0,96,TN,171,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,na,M,4
Data Scientist,51 - 200,Company - Private,Information Technology,$5 to $10 million (USD),0,1,225,CA,4,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,sr,na,4
Data Engineer,1001 - 5000,Company - Public,Finance,$500 million to $1 billion (USD),0,0,101,CA,13,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,na,na,5
Data Scientist,1001 - 5000,Company - Private,Insurance,$10 to $25 million (USD),0,0,98.5,NJ,39,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,sr,M,3
Data Engineer,1001 - 5000,Company - Private,Manufacturing,$1 to $2 billion (USD),0,0,77.5,IA,73,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,na,na,3
Other Scientist,10000+,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,161.5,MA,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,M,0
Other Scientist,1001 - 5000,Nonprofit Organization,Health Care,$100 to $500 million (USD),1,0,56.5,DE,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0
Data Scientist,1001 - 5000,Company - Public,Insurance,$1 to $2 billion (USD),0,0,147,NY,73,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,sr,na,9
Data Scientist,10000+,Company - Public,Information Technology,Unknown / Non-Applicable,0,0,90,CA,24,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,na,na,6
Data Analyst,501 - 1000,Company - Public,Finance,$5 to $10 billion (USD),0,0,58,NJ,119,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Data Analyst,501 - 1000,Company - Private,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),0,0,61,MO,60,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,na,M,2
Machine Learning Engineer,501 - 1000,College / University,Education,Unknown / Non-Applicable,0,0,120,PA,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,P,1
Data Scientist,1001 - 5000,Company - Public,Retail,$500 million to $1 billion (USD),0,0,128,NY,277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,1
Data Scientist,1001 - 5000,Company - Private,Finance,$100 to $500 million (USD),0,0,99.5,OR,69,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,na,na,9
Data Scientist,1001 - 5000,Company - Private,Real Estate,$500 million to $1 billion (USD),0,0,96,MI,24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,na,M,3
Data Scientist,201 - 500,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,101,DC,18,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,M,4
Data Scientist,51 - 200,Company - Private,Finance,$50 to $100 million (USD),0,0,148,CA,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,M,1
Data Scientist,501 - 1000,Company - Private,Information Technology,$100 to $500 million (USD),0,0,142,VA,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,sr,na,4
Data Scientist,1 - 50,Company - Private,Education,Unknown / Non-Applicable,0,0,169,CA,14,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,sr,M,6
Data Scientist,1001 - 5000,Company - Public,Finance,$500 million to $1 billion (USD),0,0,124.5,AZ,13,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,na,na,5
Data Analyst,51 - 200,Company - Private,Aerospace & Defense,$25 to $50 million (USD),0,0,59,AL,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Data Analyst,51 - 200,Company - Private,Business Services,$10 to $25 million (USD),0,0,52.5,CA,34,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,na,na,2
Data Engineer,501 - 1000,Company - Private,Information Technology,$50 to $100 million (USD),0,0,75.5,TX,39,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,na,na,5
Data Scientist,10000+,Company - Public,Insurance,$10+ billion (USD),0,0,139,NY,158,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sr,M,3
Data Engineer,10000+,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,102.5,MA,240,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,na,na,8
Other Scientist,201 - 500,Company - Private,Business Services,$25 to $50 million (USD),0,0,60.5,SC,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0
Data Scientist,5001 - 10000,Company - Public,Insurance,$5 to $10 billion (USD),0,0,146.5,MA,169,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,sr,M,4
Other Scientist,10000+,Subsidiary or Business Segment,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,125,CA,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,P,1
Data Analyst,5001 - 10000,Company - Private,Insurance,$10+ billion (USD),0,0,81,MA,170,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,sr,na,3
Machine Learning Engineer,501 - 1000,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,133,IL,6,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,sr,P,6
Data Analyst,10000+,Subsidiary or Business Segment,Information Technology,$10+ billion (USD),0,0,77,DC,25,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,na,M,3
Data Engineer,5001 - 10000,Company - Public,Business Services,$1 to $2 billion (USD),0,0,92,VA,53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,na,na,2
Data Scientist,10000+,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,121,MA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sr,na,0
Data Engineer,5001 - 10000,Company - Public,Information Technology,$2 to $5 billion (USD),0,0,162.5,CA,39,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,sr,na,4
Other Scientist,1001 - 5000,Nonprofit Organization,Business Services,$500 million to $1 billion (USD),0,0,60,TX,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,0
Data Scientist,201 - 500,Nonprofit Organization,Health Care,Unknown / Non-Applicable,0,1,87.5,CA,NA,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,sr,M,4
Data Engineer,1 - 50,Company - Private,Information Technology,Unknown / Non-Applicable,0,0,90.5,IN,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,na,na,3
Data Scientist,10000+,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,114.5,MA,25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,na,na,3
Data Scientist,5001 - 10000,Company - Public,Telecommunications,$2 to $5 billion (USD),0,0,121,CA,25,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,na,M,8
Data Scientist,501 - 1000,Subsidiary or Business Segment,Business Services,$50 to $100 million (USD),0,0,110,TX,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,sr,M,1
Other Scientist,201 - 500,Company - Public,Biotech & Pharmaceuticals,Unknown / Non-Applicable,0,0,91.5,MA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,na,P,1
